
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.52    281.72      0.99
       mean_data_2[3]      0.00      0.01      0.00     -0.00      0.01    254.78      0.99
       mean_data_2[4]      0.05      0.01      0.05      0.04      0.06    153.46      0.99
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.05    230.47      0.99
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01    275.84      0.99
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02    252.73      1.00
       mean_data_3[0]     -3.92      0.01     -3.92     -3.94     -3.91    135.99      1.01
       mean_data_3[1]     -0.44      0.01     -0.44     -0.45     -0.43    296.06      1.00
       mean_data_3[2]      0.10      0.00      0.10      0.09      0.10    229.54      1.01
       mean_data_3[3]      0.02      0.01      0.02      0.01      0.04    146.26      0.99
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.04    204.03      1.00
       mean_data_3[5]     -0.00      0.00     -0.00     -0.01      0.00    221.88      1.01
       mean_data_3[6]      0.01      0.01      0.01      0.00      0.02    248.56      0.99
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01    526.46      0.99
       mean_data_4[0]     -2.69      0.01     -2.69     -2.70     -2.67     97.96      0.99
       mean_data_4[1]     -0.03      0.00     -0.03     -0.03     -0.02    135.46      1.00
       mean_data_4[2]     -0.20      0.00     -0.20     -0.21     -0.20    155.51      1.00
       mean_data_4[3]     -0.09      0.00     -0.09     -0.09     -0.08     95.35      1.00
       mean_data_4[4]     -0.11      0.01     -0.11     -0.12     -0.10    125.68      0.99
       mean_data_4[5]     -0.00      0.01     -0.00     -0.01      0.00    187.01      0.99
       mean_data_4[6]     -0.02      0.01     -0.02     -0.03     -0.01    137.57      1.00
       mean_data_4[7]     -0.01      0.01     -0.01     -0.02     -0.00    153.48      0.99
       mean_data_5[0]     -0.73      0.01     -0.73     -0.75     -0.72    110.78      0.99
       mean_data_5[1]      1.44      0.00      1.44      1.44      1.45    109.96      0.99
       mean_data_5[2]      1.07      0.01      1.07      1.06      1.08    133.67      0.99
       mean_data_5[3]     -0.01      0.00     -0.01     -0.02     -0.00    118.65      1.03
       mean_data_5[4]      0.00      0.01      0.00     -0.01      0.01    151.39      1.01
       mean_data_5[5]      0.00      0.01      0.00     -0.01      0.01    112.20      1.01
       mean_data_5[6]     -0.01      0.01     -0.01     -0.02      0.00    140.88      1.00
       mean_data_5[7]     -0.00      0.01     -0.00     -0.01      0.01    137.95      1.00
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86    322.37      0.99
       mean_data_6[1]     -0.65      0.01     -0.65     -0.67     -0.65    152.58      0.99
       mean_data_6[2]      0.29      0.01      0.29      0.28      0.30    124.22      1.00
       mean_data_6[3]     -0.04      0.00     -0.04     -0.04     -0.03    105.84      1.00
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00    199.21      0.99
       mean_data_6[5]      0.01      0.00      0.01      0.00      0.01    489.25      1.00
       mean_data_6[6]     -0.01      0.00     -0.01     -0.02     -0.00    271.38      1.00
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01    191.48      0.99
                 mu_1      3.22      0.16      3.28      2.98      3.41      2.57      2.97
                 mu_2      2.33      0.05      2.33      2.26      2.41     10.74      1.00
                 mu_3      1.06      0.08      1.04      0.96      1.18      4.37      1.37
                 mu_4      0.27      0.08      0.26      0.13      0.40     13.00      1.02

Number of divergences: 1
