
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
       mean_data_4[0]     -2.73      0.01     -2.73     -2.75     -2.70     16.83      1.04
       mean_data_4[1]     -0.04      0.01     -0.04     -0.05     -0.03     22.59      1.01
       mean_data_4[2]     -0.20      0.01     -0.20     -0.21     -0.18     20.65      1.01
       mean_data_4[3]     -0.09      0.00     -0.09     -0.10     -0.08     35.45      0.99
       mean_data_4[4]     -0.10      0.01     -0.10     -0.12     -0.08      5.01      1.23
       mean_data_4[5]     -0.00      0.01     -0.00     -0.02      0.01      4.55      1.20
       mean_data_4[6]     -0.02      0.01     -0.02     -0.04      0.01      4.55      1.28
       mean_data_4[7]     -0.01      0.01     -0.01     -0.02      0.00     39.66      0.99
       mean_data_5[0]     -0.73      0.05     -0.73     -0.81     -0.65      4.75      1.39
       mean_data_5[1]      1.45      0.01      1.45      1.43      1.46      7.23      1.37
       mean_data_5[2]      1.07      0.01      1.07      1.05      1.09     12.76      1.05
       mean_data_5[3]     -0.01      0.01     -0.01     -0.02      0.00     18.66      1.10
       mean_data_5[4]      0.00      0.01      0.00     -0.01      0.02     12.44      1.11
       mean_data_5[5]      0.01      0.01      0.01     -0.01      0.03     17.88      1.03
       mean_data_5[6]     -0.00      0.01     -0.00     -0.02      0.01     24.86      1.02
       mean_data_5[7]     -0.01      0.02     -0.01     -0.05      0.02     13.16      1.10
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86     41.56      1.09
       mean_data_6[1]     -0.66      0.01     -0.66     -0.68     -0.64      9.48      1.22
       mean_data_6[2]      0.29      0.01      0.29      0.27      0.31      6.56      1.27
       mean_data_6[3]     -0.04      0.01     -0.04     -0.05     -0.02      7.09      1.26
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00    124.86      1.01
       mean_data_6[5]      0.01      0.00      0.01      0.00      0.02     25.78      1.04
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02     -0.00     11.26      1.19
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01    113.73      1.03
                 mu_1      3.20      0.11      3.19      3.06      3.39      3.30      1.86
                 mu_2      2.90      0.05      2.88      2.84      2.98     62.22      1.04
                 mu_3      1.68      0.02      1.67      1.65      1.70    168.90      0.99
                 mu_4      0.31      0.14      0.27      0.12      0.53      3.15      1.97

Number of divergences: 0
