
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
       mean_data_5[2]      1.07      0.01      1.07      1.06      1.08    105.03      0.99
       mean_data_5[3]     -0.01      0.01     -0.01     -0.02     -0.00    133.17      0.99
       mean_data_5[4]      0.00      0.01      0.00     -0.01      0.01     99.28      0.99
       mean_data_5[5]      0.00      0.01      0.00     -0.01      0.01     73.78      1.00
       mean_data_5[6]     -0.01      0.01     -0.01     -0.02      0.00     60.77      1.00
       mean_data_5[7]     -0.00      0.01     -0.00     -0.02      0.01     64.74      1.00
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86    169.73      0.99
       mean_data_6[1]     -0.65      0.01     -0.65     -0.67     -0.64     54.23      1.00
       mean_data_6[2]      0.29      0.01      0.29      0.28      0.30     57.87      0.99
       mean_data_6[3]     -0.04      0.00     -0.04     -0.04     -0.03     52.86      1.00
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00    249.22      1.00
       mean_data_6[5]      0.01      0.00      0.01      0.00      0.01    248.57      1.00
       mean_data_6[6]     -0.01      0.00     -0.01     -0.02     -0.00     91.93      1.01
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01    236.98      1.00
                 mu_1      3.29      0.06      3.28      3.17      3.36      3.32      1.79
                 mu_2      2.36      0.06      2.35      2.29      2.48      4.29      1.05
                 mu_3      1.06      0.10      1.02      0.94      1.24      2.78      2.32
                 mu_4      0.23      0.05      0.23      0.16      0.34      9.55      1.19

Number of divergences: 5
