
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
       mean_data_2[3]      0.01      0.01      0.01     -0.00      0.02     13.40      1.05
       mean_data_2[4]      0.04      0.01      0.04      0.03      0.06     15.38      1.01
       mean_data_2[5]      0.04      0.01      0.04      0.02      0.06     10.73      1.08
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     13.25      1.15
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02     66.55      1.01
       mean_data_3[0]     -3.93      0.02     -3.93     -3.96     -3.90      5.97      1.44
       mean_data_3[1]     -0.45      0.01     -0.45     -0.46     -0.43      9.90      1.19
       mean_data_3[2]      0.10      0.01      0.10      0.08      0.11      6.46      1.47
       mean_data_3[3]      0.02      0.02      0.01     -0.01      0.05      6.21      1.35
       mean_data_3[4]      0.03      0.02      0.04      0.01      0.06      7.36      1.09
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.01     28.97      1.18
       mean_data_3[6]      0.01      0.01      0.01     -0.00      0.02     29.10      1.05
       mean_data_3[7]     -0.00      0.01     -0.00     -0.01      0.01     47.66      1.02
       mean_data_4[0]     -2.66      0.04     -2.66     -2.73     -2.60      4.00      1.49
       mean_data_4[1]     -0.02      0.01     -0.01     -0.04      0.00      4.29      1.37
       mean_data_4[2]     -0.21      0.01     -0.21     -0.23     -0.20      4.94      1.35
       mean_data_4[3]     -0.08      0.01     -0.08     -0.09     -0.07      5.13      1.19
       mean_data_4[4]     -0.11      0.01     -0.12     -0.13     -0.10      8.40      0.99
       mean_data_4[5]     -0.00      0.01     -0.00     -0.02      0.00     11.04      1.28
       mean_data_4[6]     -0.01      0.01     -0.01     -0.03     -0.00      9.15      1.20
       mean_data_4[7]     -0.02      0.01     -0.02     -0.03     -0.00      9.25      1.03
       mean_data_5[0]     -0.73      0.03     -0.74     -0.78     -0.69      5.04      1.58
       mean_data_5[1]      1.44      0.01      1.44      1.43      1.45      9.29      1.07
       mean_data_5[2]      1.07      0.01      1.07      1.05      1.09      5.23      1.63
       mean_data_5[3]     -0.01      0.01     -0.01     -0.02      0.00     14.41      1.16
       mean_data_5[4]     -0.00      0.01      0.00     -0.02      0.01     19.79      1.12
       mean_data_5[5]      0.00      0.01      0.00     -0.01      0.02     22.10      1.15
       mean_data_5[6]     -0.01      0.01     -0.01     -0.02      0.01     19.14      1.00
       mean_data_5[7]      0.01      0.02      0.01     -0.03      0.04      5.42      1.39
       mean_data_6[0]      6.85      0.00      6.85      6.84      6.86     16.58      1.04
       mean_data_6[1]     -0.67      0.02     -0.67     -0.70     -0.64      8.11      1.17
       mean_data_6[2]      0.27      0.02      0.28      0.25      0.30      8.16      1.16
       mean_data_6[3]     -0.03      0.01     -0.03     -0.04     -0.01      8.14      1.16
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00    155.49      1.00
       mean_data_6[5]      0.01      0.01      0.01      0.00      0.02     13.89      1.06
       mean_data_6[6]     -0.02      0.01     -0.02     -0.03     -0.01      9.13      1.16
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01     59.84      1.01
                 mu_1      3.26      0.03      3.26      3.22      3.31      4.28      1.51
                 mu_2      2.14      0.05      2.15      2.07      2.24      5.84      1.11
                 mu_3      1.29      0.05      1.30      1.19      1.36      5.96      1.25
                 mu_4      0.22      0.06      0.21      0.13      0.32      8.90      0.99

Number of divergences: 0
