
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
       mean_data_3[4]      0.03      0.02      0.03     -0.00      0.05     33.10      0.99
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.01     13.87      1.21
       mean_data_3[6]      0.01      0.01      0.01      0.00      0.02     32.64      1.00
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.02     35.96      0.99
       mean_data_4[0]     -2.72      0.03     -2.72     -2.77     -2.67     16.77      1.00
       mean_data_4[1]     -0.04      0.01     -0.04     -0.05     -0.02     21.50      1.01
       mean_data_4[2]     -0.20      0.01     -0.20     -0.22     -0.18     19.14      0.99
       mean_data_4[3]     -0.09      0.01     -0.09     -0.10     -0.08     15.63      1.02
       mean_data_4[4]     -0.10      0.01     -0.10     -0.12     -0.09     17.85      1.07
       mean_data_4[5]     -0.01      0.01     -0.01     -0.02      0.01     20.25      1.03
       mean_data_4[6]     -0.02      0.01     -0.02     -0.04     -0.01     16.28      1.02
       mean_data_4[7]     -0.01      0.01     -0.01     -0.03      0.00     31.71      1.03
       mean_data_5[0]     -0.64      0.07     -0.66     -0.72     -0.49      8.37      1.11
       mean_data_5[1]      1.45      0.01      1.45      1.44      1.46     17.20      1.01
       mean_data_5[2]      1.05      0.02      1.05      1.02      1.07      7.10      1.15
       mean_data_5[3]     -0.01      0.01     -0.01     -0.02      0.00     15.35      1.12
       mean_data_5[4]      0.01      0.01      0.01     -0.01      0.03     11.93      1.04
       mean_data_5[5]     -0.01      0.01     -0.01     -0.02      0.01      9.85      1.02
       mean_data_5[6]     -0.01      0.01     -0.01     -0.02      0.01      8.35      1.21
       mean_data_5[7]      0.00      0.02      0.00     -0.03      0.03     15.19      1.05
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86     53.72      1.01
       mean_data_6[1]     -0.66      0.01     -0.65     -0.68     -0.63      6.26      1.39
       mean_data_6[2]      0.29      0.01      0.29      0.27      0.31      8.07      1.21
       mean_data_6[3]     -0.04      0.01     -0.04     -0.05     -0.03      7.21      1.29
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00    164.48      1.01
       mean_data_6[5]      0.01      0.00      0.01      0.00      0.02     27.96      1.09
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02      0.00      6.80      1.40
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01    109.70      1.01
                 mu_1      3.12      0.07      3.11      3.04      3.24      9.87      1.23
                 mu_2      2.90      0.05      2.89      2.84      2.97     72.48      1.01
                 mu_3      1.67      0.02      1.67      1.64      1.71    138.48      1.00
                 mu_4     -0.01      0.07     -0.03     -0.10      0.11      5.24      1.29

Number of divergences: 0
