
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_4[1]      0.08      0.00      0.08      0.08      0.08      8.12      1.16
cov_eigen_values_4[2]      0.06      0.00      0.06      0.06      0.06      7.14      1.15
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.05     17.31      1.01
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.04     43.34      1.07
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.03      7.23      1.16
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01      6.98      1.16
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02      7.58      1.18
cov_eigen_values_5[0]      0.22      0.00      0.22      0.22      0.22     16.97      1.15
cov_eigen_values_5[1]      0.06      0.00      0.06      0.06      0.06      7.50      1.25
cov_eigen_values_5[2]      0.05      0.00      0.05      0.05      0.05     31.83      0.99
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00     11.51      1.04
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.01     23.14      1.15
cov_eigen_values_5[5]      0.02      0.00      0.02      0.02      0.02     10.91      1.13
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.04      6.77      1.20
cov_eigen_values_5[7]      0.04      0.00      0.04      0.04      0.04     13.14      1.04
cov_eigen_values_6[0]      0.13      0.00      0.13      0.13      0.13      7.15      1.20
cov_eigen_values_6[1]      0.04      0.00      0.04      0.04      0.04      7.47      1.15
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.03     45.61      1.10
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02      8.46      1.11
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01     10.98      1.07
cov_eigen_values_6[5]      0.01      0.00      0.01      0.01      0.01      6.62      1.18
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00      6.62      1.21
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     19.13      1.05
       mean_data_1[0]      3.80      0.00      3.80      3.80      3.80      8.53      1.10
       mean_data_1[1]      0.43      0.00      0.43      0.43      0.43     40.18      1.02
       mean_data_1[2]     -0.40      0.00     -0.40     -0.40     -0.40     16.41      1.02
       mean_data_1[3]      0.15      0.00      0.15      0.15      0.15      7.55      1.15
       mean_data_1[4]     -0.04      0.00     -0.04     -0.04     -0.04     14.77      1.13
       mean_data_1[5]      0.02      0.00      0.02      0.02      0.02      7.06      1.25
       mean_data_1[6]      0.10      0.00      0.10      0.10      0.10     15.93      1.05
       mean_data_1[7]      0.00      0.00      0.01      0.00      0.01      9.70      1.10
       mean_data_2[0]     -0.68      0.00     -0.68     -0.68     -0.68     16.14      1.06
       mean_data_2[1]      1.48      0.00      1.48      1.48      1.48      9.43      1.12
       mean_data_2[2]      1.01      0.00      1.01      1.01      1.01      6.81      1.40
       mean_data_2[3]     -0.01      0.00     -0.01     -0.01     -0.01     14.55      1.14
       mean_data_2[4]      0.00      0.00      0.00      0.00      0.00      7.07      1.16
       mean_data_2[5]      0.00      0.00      0.00      0.00      0.00     13.66      1.04
       mean_data_2[6]     -0.00      0.00     -0.00     -0.00     -0.00     19.94      0.99
       mean_data_2[7]     -0.00      0.00     -0.00     -0.00     -0.00      9.29      1.09
       mean_data_3[0]     -3.91      0.00     -3.91     -3.91     -3.91      7.26      1.22
       mean_data_3[1]     -0.44      0.00     -0.44     -0.44     -0.44     15.00      1.04
       mean_data_3[2]      0.11      0.00      0.11      0.11      0.11     11.05      1.07
       mean_data_3[3]      0.03      0.00      0.03      0.03      0.03     28.79      1.02
       mean_data_3[4]      0.03      0.00      0.03      0.03      0.03     30.06      0.99
       mean_data_3[5]     -0.00      0.00     -0.00     -0.00      0.00      7.21      1.14
       mean_data_3[6]      0.01      0.00      0.01      0.01      0.01     23.66      1.00
       mean_data_3[7]      0.01      0.00      0.01      0.01      0.01      8.47      1.11
       mean_data_4[0]      1.10      0.00      1.10      1.10      1.10     34.91      0.99
       mean_data_4[1]      0.54      0.00      0.54      0.54      0.54      6.85      1.14
       mean_data_4[2]     -0.54      0.00     -0.54     -0.54     -0.54     14.03      1.11
       mean_data_4[3]      0.00      0.00      0.00      0.00      0.00     44.23      1.00
       mean_data_4[4]      0.05      0.00      0.05      0.05      0.05      7.62      1.15
       mean_data_4[5]     -0.01      0.00     -0.01     -0.01     -0.01     18.60      1.02
       mean_data_4[6]     -0.04      0.00     -0.04     -0.04     -0.04      7.00      1.20
       mean_data_4[7]      0.01      0.00      0.01      0.01      0.01     11.01      1.14
       mean_data_5[0]     -2.70      0.00     -2.70     -2.70     -2.70      9.16      1.06
       mean_data_5[1]     -0.03      0.00     -0.03     -0.03     -0.03     12.15      1.07
       mean_data_5[2]     -0.20      0.00     -0.20     -0.20     -0.20      7.84      1.16
       mean_data_5[3]     -0.10      0.00     -0.10     -0.10     -0.10      6.11      1.24
       mean_data_5[4]     -0.10      0.00     -0.10     -0.10     -0.10     11.30      1.07
       mean_data_5[5]      0.01      0.00      0.01      0.01      0.01     14.46      1.04
       mean_data_5[6]     -0.01      0.00     -0.01     -0.01     -0.01      6.66      1.23
       mean_data_5[7]     -0.02      0.00     -0.02     -0.02     -0.02     15.55      1.04
       mean_data_6[0]      6.87      0.00      6.87      6.87      6.87      7.32      1.17
       mean_data_6[1]     -0.65      0.00     -0.65     -0.65     -0.65      7.90      1.15
       mean_data_6[2]      0.31      0.00      0.31      0.31      0.31     10.18      1.01
       mean_data_6[3]     -0.04      0.00     -0.04     -0.04     -0.04     30.26      1.02
       mean_data_6[4]     -0.00      0.00     -0.00     -0.00     -0.00     35.36      0.99
       mean_data_6[5]     -0.00      0.00     -0.00     -0.00     -0.00     62.63      0.99
       mean_data_6[6]     -0.01      0.00     -0.01     -0.01     -0.01     13.70      1.05
       mean_data_6[7]     -0.00      0.00     -0.00     -0.00     -0.00     35.34      1.07
                 mu_1      3.20      0.00      3.20      3.20      3.20     15.51      1.00
                 mu_2      2.30      0.00      2.30      2.30      2.30      3.15      1.93
                 mu_3      1.31      0.00      1.31      1.31      1.32      4.50      1.45
                 mu_4      0.00      0.00      0.00      0.00      0.00      3.07      1.99

Number of divergences: 0
