
                         mean       std    median      5.0%     95.0%     n_eff     r_hat
upper_tri_cov_2[29]     -0.02      0.09     -0.04     -0.15      0.10     27.84      1.08
upper_tri_cov_2[30]     -0.17      0.08     -0.17     -0.27     -0.03     20.99      1.01
upper_tri_cov_2[31]     -0.07      0.08     -0.08     -0.14      0.12     15.24      1.05
upper_tri_cov_2[32]      0.06      0.12      0.03     -0.03      0.35     14.17      1.07
upper_tri_cov_2[33]     -0.18      0.13     -0.21     -0.35      0.04     12.91      1.04
upper_tri_cov_2[34]      0.01      0.08      0.01     -0.15      0.12     39.63      1.05
upper_tri_cov_2[35]     -0.15      0.09     -0.11     -0.30     -0.01     19.96      0.99
 upper_tri_cov_3[0]     -0.55      0.21     -0.59     -0.77     -0.11      9.82      1.08
 upper_tri_cov_3[1]      0.00      0.11      0.01     -0.16      0.18     25.24      1.10
 upper_tri_cov_3[2]     -0.04      0.09     -0.04     -0.16      0.09     20.05      1.01
 upper_tri_cov_3[3]     -0.07      0.08     -0.05     -0.19      0.01     20.47      0.99
 upper_tri_cov_3[4]      0.02      0.11      0.04     -0.13      0.22     10.35      1.17
 upper_tri_cov_3[5]     -0.01      0.10     -0.02     -0.17      0.13     30.00      1.04
 upper_tri_cov_3[6]      0.04      0.08      0.03     -0.06      0.16     15.48      1.02
 upper_tri_cov_3[7]     -0.02      0.10     -0.03     -0.10      0.18     39.69      1.00
 upper_tri_cov_3[8]     -0.56      0.22     -0.60     -0.77     -0.07      8.24      1.08
 upper_tri_cov_3[9]     -0.02      0.10     -0.00     -0.16      0.10     14.29      1.00
upper_tri_cov_3[10]      0.05      0.06      0.04     -0.08      0.12     29.11      0.99
upper_tri_cov_3[11]     -0.12      0.11     -0.17     -0.28      0.03     21.22      1.04
upper_tri_cov_3[12]     -0.05      0.08     -0.03     -0.19      0.04     11.41      1.00
upper_tri_cov_3[13]     -0.04      0.09     -0.05     -0.18      0.07     11.85      1.00
upper_tri_cov_3[14]     -0.01      0.10     -0.01     -0.14      0.15      9.82      1.05
upper_tri_cov_3[15]     -0.59      0.19     -0.62     -0.83     -0.18      6.93      1.04
upper_tri_cov_3[16]     -0.09      0.09     -0.10     -0.22      0.03     19.21      1.05
upper_tri_cov_3[17]      0.04      0.07      0.01     -0.06      0.17     31.20      1.00
upper_tri_cov_3[18]     -0.04      0.10     -0.01     -0.20      0.07      7.70      1.30
upper_tri_cov_3[19]      0.02      0.09     -0.01     -0.14      0.15     31.59      1.14
upper_tri_cov_3[20]     -0.00      0.08      0.00     -0.15      0.16     27.82      1.04
upper_tri_cov_3[21]     -0.13      0.08     -0.13     -0.25      0.01     11.61      1.16
upper_tri_cov_3[22]     -0.22      0.09     -0.20     -0.41     -0.13     10.88      0.99
upper_tri_cov_3[23]      0.19      0.08      0.21      0.03      0.27     22.17      0.99
upper_tri_cov_3[24]     -0.01      0.09     -0.00     -0.21      0.07     16.83      1.00
upper_tri_cov_3[25]      0.01      0.07      0.02     -0.08      0.12     32.90      0.99
upper_tri_cov_3[26]     -0.53      0.19     -0.58     -0.69     -0.09      6.76      1.22
upper_tri_cov_3[27]     -0.00      0.07      0.01     -0.10      0.09     19.71      1.05
upper_tri_cov_3[28]      0.02      0.08      0.02     -0.05      0.21     54.10      1.00
upper_tri_cov_3[29]     -0.05      0.07     -0.05     -0.18      0.02     24.85      0.99
upper_tri_cov_3[30]     -0.54      0.20     -0.58     -0.73     -0.14      8.61      1.06
upper_tri_cov_3[31]     -0.00      0.06      0.01     -0.10      0.09     44.62      1.07
upper_tri_cov_3[32]     -0.05      0.08     -0.06     -0.18      0.08     16.72      0.99
upper_tri_cov_3[33]     -0.54      0.17     -0.58     -0.67     -0.16      7.73      1.04
upper_tri_cov_3[34]      0.02      0.07      0.02     -0.10      0.11     13.58      0.99
upper_tri_cov_3[35]     -0.56      0.23     -0.63     -0.78     -0.05      7.43      1.36

Number of divergences: 104
