
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
       mean_data_5[0]      0.76      0.16      0.78      0.43      0.97     24.37      1.10
       mean_data_5[1]      1.44      0.02      1.44      1.42      1.48     57.10      1.00
       mean_data_5[2]     -1.07      0.03     -1.08     -1.12     -1.03     31.06      1.06
       mean_data_5[3]      0.01      0.01      0.01     -0.00      0.03     59.36      1.00
       mean_data_5[4]      0.00      0.02      0.00     -0.02      0.02     21.76      1.07
       mean_data_5[5]     -0.00      0.01     -0.00     -0.02      0.02     42.41      1.05
       mean_data_5[6]      0.01      0.01      0.01     -0.00      0.03     59.49      1.02
       mean_data_5[7]      0.00      0.01      0.00     -0.02      0.02    121.41      0.99
       mean_data_5[8]     -0.00      0.01     -0.00     -0.01      0.01     34.97      0.99
       mean_data_5[9]      0.01      0.01      0.01     -0.00      0.02     38.64      1.02
       mean_data_6[0]     -6.85      0.01     -6.85     -6.86     -6.84    104.39      1.00
       mean_data_6[1]     -0.65      0.02     -0.65     -0.69     -0.62     36.65      1.00
       mean_data_6[2]     -0.29      0.01     -0.29     -0.31     -0.27     33.71      1.01
       mean_data_6[3]      0.04      0.01      0.04      0.03      0.05     42.50      1.02
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00    108.22      1.01
       mean_data_6[5]     -0.01      0.00     -0.01     -0.01     -0.00     69.81      0.99
       mean_data_6[6]      0.01      0.01      0.01     -0.00      0.02     43.50      0.99
       mean_data_6[7]     -0.00      0.00     -0.00     -0.01      0.00    147.04      0.99
       mean_data_6[8]      0.00      0.00      0.00     -0.00      0.01    119.37      0.99
       mean_data_6[9]      0.00      0.01      0.00     -0.01      0.01     39.69      1.00
                 mu_1      3.41      0.06      3.41      3.33      3.51     92.19      1.03
                 mu_2      2.44      0.09      2.43      2.26      2.55     55.36      1.00
                 mu_3      1.18      0.13      1.15      0.98      1.39     27.40      1.04
                 mu_4      0.25      0.05      0.24      0.17      0.34     83.35      1.01

Number of divergences: 37
