
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00      8.79      1.15
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     28.62      1.11
       mean_data_1[0]      3.81      0.00      3.81      3.80      3.81     18.13      1.00
       mean_data_1[1]      0.43      0.00      0.43      0.43      0.43      9.29      1.16
       mean_data_1[2]     -0.40      0.00     -0.40     -0.40     -0.40     48.15      1.03
       mean_data_1[3]      0.15      0.00      0.15      0.15      0.15      8.93      1.15
       mean_data_1[4]     -0.04      0.00     -0.04     -0.04     -0.04     61.54      1.05
       mean_data_1[5]      0.02      0.00      0.02      0.02      0.02      6.62      1.20
       mean_data_1[6]      0.10      0.00      0.10      0.10      0.10      5.56      1.26
       mean_data_1[7]      0.00      0.00      0.00      0.00      0.00     13.93      1.05
       mean_data_2[0]     -0.68      0.00     -0.68     -0.68     -0.68      5.19      1.29
       mean_data_2[1]      1.48      0.00      1.48      1.48      1.48      6.63      1.21
       mean_data_2[2]      1.01      0.00      1.02      1.01      1.02      7.87      1.15
       mean_data_2[3]     -0.01      0.00     -0.01     -0.01     -0.01     50.74      0.99
       mean_data_2[4]      0.00      0.00      0.00      0.00      0.00     45.78      1.06
       mean_data_2[5]      0.00      0.00      0.00      0.00      0.00      7.58      1.21
       mean_data_2[6]     -0.01      0.00     -0.01     -0.01     -0.00     34.92      1.01
       mean_data_2[7]     -0.00      0.00     -0.00     -0.00     -0.00     31.68      1.07
       mean_data_3[0]     -3.91      0.00     -3.91     -3.91     -3.91     60.67      1.02
       mean_data_3[1]     -0.44      0.00     -0.44     -0.45     -0.44     16.38      1.04
       mean_data_3[2]      0.10      0.00      0.10      0.10      0.11     33.54      1.01
       mean_data_3[3]      0.03      0.00      0.03      0.03      0.03     39.89      1.00
       mean_data_3[4]      0.03      0.00      0.03      0.03      0.03      5.97      1.24
       mean_data_3[5]     -0.00      0.00     -0.00     -0.00     -0.00     11.40      1.17
       mean_data_3[6]      0.01      0.00      0.01      0.01      0.01     81.62      1.00
       mean_data_3[7]      0.00      0.00      0.00      0.00      0.01      5.76      1.22
       mean_data_4[0]      1.10      0.00      1.10      1.10      1.10     10.00      1.14
       mean_data_4[1]      0.54      0.00      0.54      0.54      0.54     38.39      0.99
       mean_data_4[2]     -0.54      0.00     -0.54     -0.55     -0.54     65.85      0.99
       mean_data_4[3]      0.01      0.00      0.01      0.00      0.01      7.70      1.18
       mean_data_4[4]      0.05      0.00      0.05      0.05      0.05      4.46      1.35
       mean_data_4[5]     -0.01      0.00     -0.01     -0.01     -0.01     81.89      1.00
       mean_data_4[6]     -0.04      0.00     -0.04     -0.05     -0.04      7.18      1.16
       mean_data_4[7]      0.01      0.00      0.01      0.00      0.01     15.76      1.03
       mean_data_5[0]     -2.70      0.00     -2.70     -2.70     -2.70     20.76      0.99
       mean_data_5[1]     -0.03      0.00     -0.03     -0.03     -0.03     26.09      1.03
       mean_data_5[2]     -0.20      0.00     -0.20     -0.20     -0.20      5.76      1.26
       mean_data_5[3]     -0.10      0.00     -0.10     -0.10     -0.10     11.62      1.13
       mean_data_5[4]     -0.10      0.00     -0.10     -0.10     -0.10      5.57      1.24
       mean_data_5[5]      0.01      0.00      0.01      0.01      0.01     49.70      0.99
       mean_data_5[6]     -0.01      0.00     -0.01     -0.01     -0.01     87.50      1.00
       mean_data_5[7]     -0.02      0.00     -0.02     -0.02     -0.02     43.88      1.01
       mean_data_6[0]      6.87      0.00      6.87      6.87      6.87     11.54      1.07
       mean_data_6[1]     -0.65      0.00     -0.65     -0.65     -0.65      6.79      1.19
       mean_data_6[2]      0.31      0.00      0.31      0.31      0.31      4.67      1.30
       mean_data_6[3]     -0.04      0.00     -0.04     -0.04     -0.04      9.53      1.15
       mean_data_6[4]     -0.00      0.00     -0.00     -0.00     -0.00     10.43      1.18
       mean_data_6[5]     -0.00      0.00     -0.00     -0.00     -0.00      7.41      1.18
       mean_data_6[6]     -0.01      0.00     -0.01     -0.01     -0.01      4.09      1.37
       mean_data_6[7]     -0.00      0.00     -0.00     -0.00     -0.00      7.05      1.19
                 mu_1      2.92      0.10      2.87      2.87      3.14      5.67      1.23
                 mu_2      2.81      0.11      2.87      2.60      2.87      3.90      1.41
                 mu_3      1.53      0.04      1.54      1.45      1.55      7.92      1.14
                 mu_4      0.24      0.08      0.27      0.03      0.27      9.23      1.12

Number of divergences: 127
