
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
       mean_data_3[6]      0.00      0.01      0.00     -0.00      0.01    248.07      1.00
       mean_data_3[7]     -0.01      0.01     -0.01     -0.02      0.01    203.91      1.01
       mean_data_4[0]      0.65      0.13      0.66      0.48      0.86     19.86      1.10
       mean_data_4[1]      0.54      0.01      0.54      0.53      0.55    207.53      1.00
       mean_data_4[2]     -0.59      0.01     -0.59     -0.61     -0.57     39.06      1.05
       mean_data_4[3]     -0.04      0.01     -0.04     -0.06     -0.01     29.84      1.09
       mean_data_4[4]      0.06      0.01      0.06      0.05      0.07    168.01      1.00
       mean_data_4[5]     -0.00      0.01     -0.00     -0.02      0.01    143.98      1.00
       mean_data_4[6]     -0.01      0.01     -0.01     -0.03      0.00     45.25      1.05
       mean_data_4[7]      0.02      0.01      0.02      0.01      0.03     77.93      1.03
       mean_data_5[0]      2.98      0.07      2.98      2.91      3.07    234.44      1.00
       mean_data_5[1]      0.48      0.03      0.48      0.45      0.51    226.48      1.00
       mean_data_5[2]     -0.43      0.02     -0.43     -0.46     -0.41    222.83      1.01
       mean_data_5[3]      0.12      0.02      0.12      0.10      0.14    200.92      1.00
       mean_data_5[4]     -0.01      0.01     -0.01     -0.02      0.01    278.60      1.01
       mean_data_5[5]     -0.01      0.02     -0.01     -0.03      0.01    252.61      1.01
       mean_data_5[6]      0.02      0.01      0.02     -0.01      0.04    365.51      1.00
       mean_data_5[7]     -0.01      0.01     -0.01     -0.03      0.01    248.62      1.02
       mean_data_6[0]     -0.68      0.02     -0.68     -0.71     -0.65    301.86      1.00
       mean_data_6[1]      1.48      0.03      1.48      1.44      1.51    201.74      1.01
       mean_data_6[2]      1.01      0.04      1.02      0.98      1.05    121.35      1.01
       mean_data_6[3]     -0.01      0.02     -0.01     -0.04      0.03    303.61      0.99
       mean_data_6[4]      0.00      0.02      0.00     -0.03      0.03    314.58      1.00
       mean_data_6[5]      0.00      0.02      0.00     -0.03      0.04    208.03      1.00
       mean_data_6[6]     -0.01      0.02     -0.01     -0.04      0.02    160.84      1.00
       mean_data_6[7]     -0.00      0.02     -0.00     -0.03      0.02    283.34      1.00
                 mu_1      3.10      0.04      3.11      3.04      3.18      8.64      1.18
                 mu_2      2.57      0.28      2.35      2.22      2.89      1.02      9.16
                 mu_3      1.17      0.05      1.19      1.08      1.22      3.69      1.24
                 mu_4     -0.08      0.05     -0.08     -0.15     -0.01    157.42      1.00

Number of divergences: 19
