
                         mean       std    median      5.0%     95.0%     n_eff     r_hat
upper_tri_cov_3[17]      0.00      0.09      0.02     -0.16      0.11      8.78      1.24
upper_tri_cov_3[18]     -0.03      0.08     -0.03     -0.17      0.10     24.30      0.99
upper_tri_cov_3[19]      0.06      0.07      0.05     -0.05      0.18     25.28      1.00
upper_tri_cov_3[20]      0.02      0.06      0.03     -0.12      0.09     40.88      0.99
upper_tri_cov_3[21]     -0.18      0.07     -0.19     -0.26     -0.05     29.14      1.00
upper_tri_cov_3[22]     -0.19      0.06     -0.18     -0.30     -0.09     29.46      1.09
upper_tri_cov_3[23]      0.18      0.07      0.18      0.09      0.33     19.86      0.99
upper_tri_cov_3[24]     -0.04      0.10     -0.05     -0.19      0.10      6.13      1.46
upper_tri_cov_3[25]      0.03      0.06      0.03     -0.09      0.10     28.85      0.99
upper_tri_cov_3[26]     -0.64      0.11     -0.64     -0.79     -0.47     17.47      1.00
upper_tri_cov_3[27]      0.03      0.08      0.05     -0.12      0.12     43.31      1.03
upper_tri_cov_3[28]     -0.00      0.06     -0.02     -0.06      0.11     33.03      1.11
upper_tri_cov_3[29]     -0.06      0.08     -0.05     -0.16      0.06     19.87      1.14
upper_tri_cov_3[30]     -0.62      0.11     -0.63     -0.82     -0.44     18.48      1.12
upper_tri_cov_3[31]     -0.01      0.07     -0.02     -0.09      0.13      9.46      1.35
upper_tri_cov_3[32]     -0.06      0.07     -0.08     -0.14      0.07     19.79      1.20
upper_tri_cov_3[33]     -0.61      0.09     -0.59     -0.74     -0.48     35.54      1.02
upper_tri_cov_3[34]      0.02      0.06      0.02     -0.06      0.11     51.02      1.00
upper_tri_cov_3[35]     -0.62      0.07     -0.63     -0.73     -0.49     68.73      1.02

Number of divergences: 123
